query,doc,label
soc.religion.christian,"FOR IMMEDIATE RELEASE  Editorial Contact: Single Source Marketing:  Myra Manahan    (714) 545-1338 Genoa Systems:            Joseph Brunoli  (408) 432-9090                           Neil Roehm      (408) 432-9090/Technical                         Genoa Presents High Performance                          Video Graphics Accelerator          SAN JOSE, Calif USA -- Genoa Systems Corporation announces  WINDOWSVGA 24,  a True Color 24-bit graphics accelerator card that  delivers up to 16.8 million colors at speeds faster than the  competition.  Plus it offers a full range of resolutions, high  refresh rates as well as unique proprietary performance features.   The card is available in both 16-bit ISA bus and 32-bit VESA Local  bus versions (models 8500 AND 8500VL).         With 1MB DRAM on board, the WINDOWSVGA 24 card offers  maximum resolution up to 1,280 x 1,024 and supports a refresh rate  of 72Hz at 800 x 600 and resolution up to 1,024 x 768  non-interlaced. Both models provide performance many times greater  than standard SVGA boards, yet conform to all current video  standards.         WINDOWSVGA 24 features Genoa's FlickerFree(tm) technology,  which eliminates screen flash and flicker to make viewing much more  comfortable.  the cards also come with Safescan(tm), a utility  developed by Genoa to eliminate the black border around the screen  and thereby provide 100-percent screen use for overscanning monitors.         WINDOWSVGA model 8500VL takes full advantage of the speed  offered by the new VESA Local bus technology.  Most VL bus cards  will only handle data transfers up to 33MHz, but the 8500VL will  transfer data at the full speed of the CPU, up to 50MHz.  Genoa is  also offering this card in the ""TurboBahn"" combination packaged  with their TURBOEXPRESS 486VL motherboard.         Built around the Cirrus Logic GD-5426 GUI accelerator,  WINDOWSVGA 24 offers the user an exceptional price/performance  value.  Genoa's advanced proprietary drivers act to ""turbocharge""  the chip, thereby providing an affordable accelerator card with  power and performance that surpass many of the more highly priced  chip cards.  The Genoa user will enjoy optimal speed and  reliability for such programs as Windows, AutoCAD, AutoShade, 3D  Studio, OS/2, OrCAD and more.  Driver updates and product bulletins  are available on Genoa's BBS at (408) 943-1231.         Genoa Systems manufactures and markets an extensive line of  graphics adapters, motherboards, audio and multimedia cards for  IBM-compatible personal computers.  All products come with a two  year limited warranty on parts and labor.  Genoa products are  currently distributed worldwide through authorized distributors,  resellers, VARs and systems integrators.         For more information contact Joe Brunoli, Marketing  Manager, Genoa Systems at 75 E. Trimble Road, San Jose, Calif.  95131; Tel: (408) 432-9090 or (800) 934-3662; Fax: (408) 434-0997.          ",0
misc.forsale,"Hello.  I have these items for sale.  Terms are UPS COD or prepayment by money order.  2 101 keyboards for IBM compatibles  1 Mitsumi 1.2 MB 5 1/4 floppy disk drive  1 Sony SRF-M30 digital AM/FM Stereo Walkman  The drive cost me $65, the keyboards were $40 each, and the Sony  radio cost $45.  I will sell for the best offers.  Thank You.",1
misc.forsale," About a year ago, some kids tossed a rock off an overpass on I-94 near Eau Claire, Wisconsin and it killed the driver below.  (I believe he was a schoolteacher from Minnesota.)",0
sci.med,"A friend was recently admitted to North Carolina Memorial Hospital because of suspected meningitis.  Serious business.  They wanted to do a lumbar puncture, for which a CT scan is a prerequisite.  I arrived in her hospital room about an hour after she had returned from the CT.   She was in tears.  Evidently the technicians in the CT lab had been very unpleasant to her.  To begin with, they put her on the apparatus that moves you into the machine itself, and just pushed a button to slide her straight into the machine, without any explanation.  Imagine this.  You worried you may have a deadly disease, and next thing you know you're being put into this big scary machine, without a word of explanation about what is going to happen to you.  I believe this is inexcusable.   She waved her hand as if to say what are you doing to me, and they responded with annoyance and anger.  Next they inserted, or tried to insert, an IV catheter.  Apparently she has a lot of trouble with these and complained of the pain.  The technician just stopped and fixed her with a glare without any words of explanation.  Is there anything I can do about these pigs ?  I realize that these technicians do this sort of job day in and day out.  And that some patients can be very irritating and uncooperative. But this is simply no excuse.  Their purpose for existing is to help sick people, and there is no excuse for this sort of behavior. Fortunately my friend is fine.  But I imagine a large proportion of the people who get CT scans are not fine at all.  They have cancer and that sort of thing.  They don't need this kind of shit.  Also, since I named the hospital involved, I should also point out that neither she nor I have any complaints about the competence or compassion of any of the other personnel at NCMH.",1
sci.med,"Hi.  I'm wonderring if it is possible to replace a single module, as XKeybind.o in a shared library, as libX11.so in Suns OpenWindows. I tried to RTFM, but I didn't get any wiser that way. Also, can I do the same on an RS6000 machine running 3.2.2 (if it is possible at all). I know how to do it with real  libraries (ar). I am trying to replace XLookupString in the delivered libraries, with another that does a few special things.  /Per -- ",0
talk.politics.mideast,If you think that kind of uncalled for blanket statement will cause censorship at Mr. Jefferson's university you are wrong. ,1
talk.politics.mideast,"# >... Why would the picture tube explode or even smoke?  Naw, it was the penguin on TOP of the set that exploded... ;-} ",0
comp.windows.x,"Hi.  I'm wonderring if it is possible to replace a single module, as XKeybind.o in a shared library, as libX11.so in Suns OpenWindows. I tried to RTFM, but I didn't get any wiser that way. Also, can I do the same on an RS6000 machine running 3.2.2 (if it is possible at all). I know how to do it with real  libraries (ar). I am trying to replace XLookupString in the delivered libraries, with another that does a few special things.  /Per -- ",1
comp.windows.x,"  IMHO, encryption is (also) protected under the SECOND amendment of the Constitution of the United States.    I am not surprised that this administration is doing this. I could have told you so.    Privacy has ALWAYS been something that has the effect of restricting out ability to prosecute criminals.  We are supposed to have the presumption of innocence.  I have the right to pull the curtains over my windows and close my door, and the police may not come in.  If I perform a crim in my home, they will have to find out by means other than simply looking.  Encryption is to my data as the window curtains are to my home. Simple enough?    And yet the people vote for these people because they come out a lie to them about promising to fix things.    You mean they might have to go back to actually WORKING to do their job? Oh heavens.    Perhaps the FIRST amendment.  Definitely the SECOND and FIFTH.    Unfortunately, the vast segments of the population are misinformed. They just haven't appended -SR to the name of out country, yet.    I seriously doubt that the NSA thinks that privacy and surveillance are compatible.  I doubt of any smart person in any other agency thinks so, either.  The PROBLEM is that they simply hold PRIVACY to be of no value at all.",0
talk.politics.misc," Which, considering the amount Bush&congress added to it, would be a not-inconsiderable achievement.  While we're on the subject, I also believe that the supply-side claim that reducing taxes raised revenue is also false, because they typically factor in SocSec taxes, which were *raised* a considerable amount, at the same time that income taxes were cut.  If you look at income tax revenue alone, it fell after after the cuts began, and didn't recover for several years. By then, record deficits were well entrenched.  *crunch, crunch*",1
talk.politics.misc,"Is there any judgement call on the part of the scorer for sac fly RBI's? This is the situation that brought the question up:  The Red Sox were up in the bottom of the 9th by a score of 5-1.  The Mariners had the bases loaded with 1 out.  The batter hits a fly to center, which the fielder catches.  The runner at third tags and scores without a throw.    Now, without a judgement call (and I don't think there is one), this is an RBI for the batter.  It seems to me that a better name for this would be ""defensive indifference"", since it doesn't really matter whether the guy at third scores at that point.  (I know, I can think of several ""If the Mariners stole third and second, which opening the base would allow, and then the batter hit a grounder which the third baseman gets deep in the hole between himself and third, he wouldn't have a play at home, third, or second for the out, and maybe he therefore can't make the throw to first to get the last out, etc... scenarios, too.  But does it _really_ matter if this guy scores this way when you're down by 4?  If the tying run is going to score, so is the guy on third.)  The point is that the batter (IMO) shouldn't get ""credit"" (an RBI) for utterly failing to do his job - which at this point is to get a hit or a walk, not trade an out for one run.  What do you guys think?",0
